# # frequency [invcm]  IR intensity [a.u.]
4.024958599999999933e+03  1.133133399999999966e+02
4.031910100000000057e+03  1.111770900000000069e+02
4.038861699999999928e+03  1.090858300000000014e+02
4.045813299999999799e+03  1.070576700000000017e+02
4.052764799999999923e+03  1.050664699999999954e+02
4.059716399999999794e+03  1.030553599999999932e+02
4.066668000000000120e+03  1.009542000000000002e+02
4.073619499999999789e+03  9.869468299999999772e+01
4.080571100000000115e+03  9.621917999999999438e+01
4.087522699999999986e+03  9.348373100000000591e+01
4.094474200000000110e+03  9.045871300000000303e+01
4.101425799999999981e+03  8.713145299999999338e+01
4.108377400000000307e+03  8.351266999999999996e+01
4.115328999999999724e+03  7.964480600000000265e+01
4.122280499999999847e+03  7.560727799999999377e+01
4.129232100000000173e+03  7.151323299999999961e+01
4.136183699999999590e+03  6.749505299999999863e+01
4.143135199999999713e+03  6.368054399999999760e+01
4.150086800000000039e+03  6.016612099999999685e+01
4.157038400000000365e+03  5.699547100000000199e+01
4.163989899999999579e+03  5.415097200000000299e+01
4.170941499999999905e+03  5.156108100000000150e+01
4.177893100000000231e+03  4.912172600000000244e+01
4.184844600000000355e+03  4.672538099999999872e+01
4.191796199999999772e+03  4.428948299999999705e+01
4.198747800000000097e+03  4.177667799999999687e+01
4.205699300000000221e+03  3.920223099999999761e+01
4.212650899999999638e+03  3.662778899999999993e+01
4.219602499999999964e+03  3.414404400000000095e+01
4.226554100000000290e+03  3.184721800000000158e+01
4.233505600000000413e+03  2.981513100000000094e+01
4.240457199999999830e+03  2.808833200000000119e+01
4.247408800000000156e+03  2.666041900000000098e+01
4.254360300000000279e+03  2.547963700000000031e+01
4.261311899999999696e+03  2.446128200000000064e+01
4.268263500000000022e+03  2.350782799999999995e+01
4.275215000000000146e+03  2.253160199999999946e+01
4.282166599999999562e+03  2.147396200000000022e+01
4.289118199999999888e+03  2.031580699999999950e+01
4.296069700000000012e+03  1.907676199999999866e+01
4.303021300000000338e+03  1.780388500000000107e+01
4.309972899999999754e+03  1.655403199999999941e+01
4.316924500000000080e+03  1.537588500000000025e+01
4.323876000000000204e+03  1.429735799999999912e+01
4.330827599999999620e+03  1.332182300000000019e+01
4.337779199999999946e+03  1.243317300000000003e+01
4.344730700000000070e+03  1.160661799999999921e+01
4.351682300000000396e+03  1.082042900000000074e+01
4.358633899999999812e+03  1.006413900000000083e+01
4.365585399999999936e+03  9.340676600000000107e+00
4.372537000000000262e+03  8.662597099999999273e+00
4.379488599999999678e+03  8.044809100000000157e+00
4.386440099999999802e+03  7.497154700000000283e+00
4.393391700000000128e+03  7.019728399999999979e+00
4.400343300000000454e+03  6.602303899999999892e+00
4.407294899999999870e+03  6.227485299999999668e+00
4.414246399999999994e+03  5.875929400000000413e+00
4.421198000000000320e+03  5.531578900000000409e+00
4.428149599999999737e+03  5.185261999999999816e+00
4.435101099999999860e+03  4.835880099999999793e+00
4.442052700000000186e+03  4.489294499999999744e+00
4.449004299999999603e+03  4.155630099999999771e+00
4.455955799999999726e+03  3.845944900000000111e+00
4.462907400000000052e+03  3.569161699999999993e+00
4.469859000000000378e+03  3.329941199999999935e+00
4.476810499999999593e+03  3.127894299999999905e+00
4.483762099999999919e+03  2.958212300000000017e+00
4.490713700000000244e+03  2.813438300000000059e+00
4.497665299999999661e+03  2.685783400000000043e+00
4.504616799999999785e+03  2.569204200000000160e+00
4.511568400000000111e+03  2.460529900000000048e+00
4.518520000000000437e+03  2.359286700000000181e+00
4.525471499999999651e+03  2.266404300000000038e+00
4.532423099999999977e+03  2.182482400000000045e+00
4.539374700000000303e+03  2.106491500000000183e+00
4.546326200000000426e+03  2.035566100000000045e+00
4.553277799999999843e+03  1.965999199999999947e+00
4.560229400000000169e+03  1.894920200000000055e+00
4.567180900000000292e+03  1.821762499999999951e+00
4.574132499999999709e+03  1.748702399999999990e+00
4.581084100000000035e+03  1.679753199999999946e+00
4.588035700000000361e+03  1.618893099999999974e+00
4.594987199999999575e+03  1.568114699999999972e+00
4.601938799999999901e+03  1.526366300000000065e+00
4.608890400000000227e+03  1.489930699999999941e+00
4.615841900000000351e+03  1.454092600000000068e+00
4.622793499999999767e+03  1.415310400000000080e+00
4.629745100000000093e+03  1.372863799999999967e+00
4.636696600000000217e+03  1.329209400000000096e+00
4.643648199999999633e+03  1.288900799999999958e+00
4.650599799999999959e+03  1.256604199999999949e+00
4.657551300000000083e+03  1.235131399999999990e+00
4.664502900000000409e+03  1.224343699999999924e+00
4.671454499999999825e+03  1.221320799999999984e+00
4.678406100000000151e+03  1.221584599999999909e+00
4.685357600000000275e+03  1.220728400000000047e+00
4.692309199999999691e+03  1.215720499999999982e+00
4.699260800000000017e+03  1.205422999999999911e+00
4.706212300000000141e+03  1.190316200000000046e+00
4.713163899999999558e+03  1.171786100000000053e+00
4.720115499999999884e+03  1.151449900000000026e+00
4.727067000000000007e+03  1.130831900000000001e+00
4.734018600000000333e+03  1.111398300000000061e+00
4.740970199999999750e+03  1.094706200000000074e+00
4.747921699999999873e+03  1.082370000000000054e+00
4.754873300000000199e+03  1.075703400000000087e+00
4.761824899999999616e+03  1.075157900000000000e+00
4.768776499999999942e+03  1.079867300000000085e+00
4.775728000000000065e+03  1.087612800000000046e+00
4.782679600000000391e+03  1.095332999999999890e+00
4.789631199999999808e+03  1.100028900000000087e+00
4.796582699999999932e+03  1.099705099999999991e+00
4.803534300000000258e+03  1.093960899999999903e+00
4.810485899999999674e+03  1.084011300000000011e+00
4.817437399999999798e+03  1.072176999999999936e+00
4.824389000000000124e+03  1.061102100000000048e+00
4.831340600000000450e+03  1.053026800000000041e+00
4.838292099999999664e+03  1.049352499999999910e+00
4.845243699999999990e+03  1.050545599999999968e+00
4.852195300000000316e+03  1.056268299999999938e+00
4.859146899999999732e+03  1.065565099999999932e+00
4.866098399999999856e+03  1.077000200000000074e+00
4.873050000000000182e+03  1.088756099999999893e+00
4.880001599999999598e+03  1.098791199999999968e+00
4.886953099999999722e+03  1.105138900000000035e+00
4.893904700000000048e+03  1.106329700000000082e+00
4.900856300000000374e+03  1.101799200000000090e+00
4.907807799999999588e+03  1.092089499999999935e+00
4.914759399999999914e+03  1.078712700000000080e+00
4.921711000000000240e+03  1.063697399999999904e+00
4.928662500000000364e+03  1.048999900000000096e+00
4.935614099999999780e+03  1.036038400000000026e+00
4.942565700000000106e+03  1.025553299999999890e+00
4.949517300000000432e+03  1.017830100000000071e+00
4.956468799999999646e+03  1.013136800000000060e+00
4.963420399999999972e+03  1.012118300000000026e+00
4.970372000000000298e+03  1.015924300000000002e+00
4.977323500000000422e+03  1.025992999999999933e+00
4.984275099999999838e+03  1.043601900000000082e+00
4.991226700000000164e+03  1.069420700000000002e+00
4.998178200000000288e+03  1.103291800000000045e+00
5.005129799999999705e+03  1.144345699999999910e+00
5.012081400000000031e+03  1.191376599999999897e+00
5.019032900000000154e+03  1.243283799999999939e+00
5.025984499999999571e+03  1.299364900000000045e+00
5.032936099999999897e+03  1.359345699999999990e+00
5.039887700000000223e+03  1.423176599999999903e+00
5.046839200000000346e+03  1.490745399999999998e+00
5.053790799999999763e+03  1.561671800000000054e+00
5.060742400000000089e+03  1.635280599999999973e+00
5.067693900000000212e+03  1.710726100000000027e+00
5.074645499999999629e+03  1.787149400000000110e+00
5.081597099999999955e+03  1.863738200000000012e+00
5.088548600000000079e+03  1.939627400000000002e+00
5.095500200000000405e+03  2.013683400000000123e+00
5.102451799999999821e+03  2.084294600000000219e+00
5.109403299999999945e+03  2.149293300000000073e+00
5.116354900000000271e+03  2.206068300000000093e+00
5.123306499999999687e+03  2.251833200000000090e+00
5.130257999999999811e+03  2.283948599999999995e+00
5.137209600000000137e+03  2.300195899999999849e+00
5.144161199999999553e+03  2.298957899999999999e+00
5.151112799999999879e+03  2.279336799999999830e+00
5.158064300000000003e+03  2.241273300000000024e+00
5.165015900000000329e+03  2.185707799999999867e+00
5.171967499999999745e+03  2.114746699999999979e+00
5.178918999999999869e+03  2.031724599999999992e+00
5.185870600000000195e+03  1.941033800000000031e+00
5.192822199999999611e+03  1.847655999999999965e+00
5.199773699999999735e+03  1.756452700000000089e+00
5.206725300000000061e+03  1.671388300000000049e+00
5.213676900000000387e+03  1.594919399999999987e+00
5.220628399999999601e+03  1.527732499999999938e+00
5.227579999999999927e+03  1.468892700000000051e+00
5.234531600000000253e+03  1.416313600000000061e+00
5.241483199999999670e+03  1.367358099999999910e+00
5.248434699999999793e+03  1.319374400000000058e+00
5.255386300000000119e+03  1.270047499999999996e+00
5.262337900000000445e+03  1.217561600000000022e+00
5.269289399999999659e+03  1.160659200000000002e+00
5.276240999999999985e+03  1.098695900000000059e+00
5.283192600000000311e+03  1.031737899999999986e+00
5.290144100000000435e+03  9.606632699999999581e-01
5.297095699999999852e+03  8.871693899999999466e-01
5.304047300000000178e+03  8.136008500000000421e-01
5.310998800000000301e+03  7.425807800000000514e-01
5.317950399999999718e+03  6.765288999999999886e-01
5.324902000000000044e+03  6.172149999999999581e-01
5.331853600000000370e+03  5.654940000000000522e-01
5.338805099999999584e+03  5.212971499999999869e-01
5.345756699999999910e+03  4.838500800000000157e-01
5.352708300000000236e+03  4.520064999999999777e-01
5.359659800000000359e+03  4.245642299999999869e-01
5.366611399999999776e+03  4.004731899999999789e-01
5.373563000000000102e+03  3.789204199999999800e-01
5.380514500000000226e+03  3.593404900000000124e-01
5.387466099999999642e+03  3.414152100000000245e-01
5.394417699999999968e+03  3.250932300000000108e-01
5.401369200000000092e+03  3.106057199999999741e-01
5.408320800000000418e+03  2.984204500000000038e-01
5.415272399999999834e+03  2.890896600000000261e-01
5.422224000000000160e+03  2.830046999999999979e-01
5.429175500000000284e+03  2.801381900000000091e-01
5.436127099999999700e+03  2.798900899999999803e-01
5.443078700000000026e+03  2.811291899999999733e-01
5.450030200000000150e+03  2.824435000000000140e-01
5.456981799999999566e+03  2.825173100000000215e-01
5.463933399999999892e+03  2.804906799999999922e-01
5.470884900000000016e+03  2.761603400000000041e-01
5.477836500000000342e+03  2.699513399999999841e-01
5.484788099999999758e+03  2.626897599999999944e-01
5.491739599999999882e+03  2.552894299999999839e-01
5.498691200000000208e+03  2.484891100000000130e-01
5.505642799999999625e+03  2.427340900000000135e-01
5.512594399999999951e+03  2.382136400000000043e-01
5.519545900000000074e+03  2.349882399999999871e-01
5.526497500000000400e+03  2.331075800000000087e-01
5.533449099999999817e+03  2.326445400000000108e-01
5.540400599999999940e+03  2.336325700000000116e-01
5.547352200000000266e+03  2.359567399999999981e-01
5.554303799999999683e+03  2.392769600000000108e-01
5.561255299999999806e+03  2.430421000000000109e-01
5.568206900000000132e+03  2.466013499999999969e-01
5.575158499999999549e+03  2.493647999999999976e-01
5.582109999999999673e+03  2.509402299999999864e-01
5.589061599999999999e+03  2.511889099999999875e-01
5.596013200000000325e+03  2.501883500000000038e-01
5.602964799999999741e+03  2.481366700000000036e-01
5.609916299999999865e+03  2.452563799999999961e-01
5.616867900000000191e+03  2.417438399999999876e-01
5.623819499999999607e+03  2.377755500000000022e-01
5.630770999999999731e+03  2.335460799999999892e-01
5.637722600000000057e+03  2.292967200000000094e-01
5.644674200000000383e+03  2.253058500000000020e-01
5.651625699999999597e+03  2.218409600000000037e-01
5.658577299999999923e+03  2.190996400000000122e-01
5.665528900000000249e+03  2.171732799999999963e-01
5.672480400000000373e+03  2.160519300000000031e-01
5.679431999999999789e+03  2.156607899999999911e-01
5.686383600000000115e+03  2.158986200000000133e-01
5.693335200000000441e+03  2.166491000000000111e-01
5.700286699999999655e+03  2.177575499999999942e-01
5.707238299999999981e+03  2.189937700000000043e-01
5.714189900000000307e+03  2.200381999999999894e-01
5.721141400000000431e+03  2.205203599999999986e-01
5.728092999999999847e+03  2.201094700000000015e-01
5.735044600000000173e+03  2.186233399999999993e-01
5.741996100000000297e+03  2.161042999999999992e-01
5.748947699999999713e+03  2.128217900000000107e-01
5.755899300000000039e+03  2.091958299999999993e-01
5.762850800000000163e+03  2.056752000000000025e-01
5.769802399999999579e+03  2.026263399999999881e-01
5.776753999999999905e+03  2.002799600000000069e-01
5.783705600000000231e+03  1.987479600000000013e-01
5.790657100000000355e+03  1.980819900000000133e-01
5.797608699999999772e+03  1.983220900000000064e-01
5.804560300000000097e+03  1.994924899999999945e-01
5.811511800000000221e+03  2.015381599999999940e-01
5.818463399999999638e+03  2.042381899999999861e-01
5.825414999999999964e+03  2.071569099999999997e-01
5.832366500000000087e+03  2.096825099999999886e-01
5.839318100000000413e+03  2.111619200000000030e-01
5.846269699999999830e+03  2.110891699999999926e-01
5.853221199999999953e+03  2.092714400000000030e-01
5.860172800000000279e+03  2.059000300000000117e-01
5.867124399999999696e+03  2.014933200000000035e-01
5.874076000000000022e+03  1.967345100000000013e-01
5.881027500000000146e+03  1.922714500000000104e-01
5.887979099999999562e+03  1.885567800000000072e-01
5.894930699999999888e+03  1.857813500000000118e-01
5.901882200000000012e+03  1.839062200000000091e-01
5.908833800000000338e+03  1.827556999999999932e-01
5.915785399999999754e+03  1.821153399999999867e-01
5.922736899999999878e+03  1.817917099999999953e-01
5.929688500000000204e+03  1.816235599999999895e-01
5.936640099999999620e+03  1.814654199999999884e-01
5.943591599999999744e+03  1.811770600000000009e-01
5.950543200000000070e+03  1.806399800000000055e-01
5.957494800000000396e+03  1.797960600000000075e-01
5.964446399999999812e+03  1.786809299999999878e-01
5.971397899999999936e+03  1.774214100000000016e-01
5.978349500000000262e+03  1.761853499999999906e-01
5.985301099999999678e+03  1.751012299999999966e-01
5.992252599999999802e+03  1.741873999999999922e-01
5.999204200000000128e+03  1.733309799999999956e-01
6.006155800000000454e+03  1.723334499999999991e-01
6.013107299999999668e+03  1.710056500000000090e-01
6.020058899999999994e+03  1.692682199999999970e-01
6.027010500000000320e+03  1.672091900000000075e-01
6.033962000000000444e+03  1.650716999999999879e-01
6.040913599999999860e+03  1.631790700000000094e-01
6.047865200000000186e+03  1.618341500000000099e-01
6.054816700000000310e+03  1.612385199999999963e-01
6.061768299999999726e+03  1.614625799999999944e-01
6.068719900000000052e+03  1.624674899999999922e-01
6.075671500000000378e+03  1.641543099999999977e-01
6.082622999999999593e+03  1.664062000000000041e-01
6.089574599999999919e+03  1.691014899999999932e-01
6.096526200000000244e+03  1.720994799999999991e-01
6.103477700000000368e+03  1.752211999999999936e-01
6.110429299999999785e+03  1.782515400000000139e-01
6.117380900000000111e+03  1.809749200000000113e-01
6.124332400000000234e+03  1.832326099999999902e-01
6.131283999999999651e+03  1.849718399999999985e-01
6.138235599999999977e+03  1.862562600000000068e-01
6.145187100000000100e+03  1.872260500000000050e-01
6.152138700000000426e+03  1.880234500000000086e-01
6.159090299999999843e+03  1.887204500000000118e-01
6.166041900000000169e+03  1.892866500000000007e-01
6.172993400000000292e+03  1.896162100000000073e-01
6.179944999999999709e+03  1.896018899999999952e-01
6.186896600000000035e+03  1.892197700000000093e-01
6.193848100000000159e+03  1.885812099999999991e-01
6.200799699999999575e+03  1.879248199999999924e-01
6.207751299999999901e+03  1.875496299999999950e-01
6.214702800000000025e+03  1.877176799999999979e-01
6.221654400000000351e+03  1.885659699999999994e-01
6.228605999999999767e+03  1.900597300000000101e-01
6.235557499999999891e+03  1.919982399999999867e-01
6.242509100000000217e+03  1.940631499999999898e-01
6.249460699999999633e+03  1.958883700000000061e-01
6.256412299999999959e+03  1.971333100000000060e-01
6.263363800000000083e+03  1.975518699999999905e-01
6.270315400000000409e+03  1.970568600000000004e-01
6.277266999999999825e+03  1.957774999999999932e-01
6.284218499999999949e+03  1.940956400000000137e-01
6.291170100000000275e+03  1.926354100000000069e-01
6.298121699999999691e+03  1.921814799999999879e-01
6.305073199999999815e+03  1.935202900000000115e-01
6.312024800000000141e+03  1.972321999999999964e-01
6.318976399999999558e+03  2.034947199999999901e-01
6.325927899999999681e+03  2.119706600000000052e-01
6.332879500000000007e+03  2.218379400000000112e-01
6.339831100000000333e+03  2.319724599999999914e-01
6.346782699999999750e+03  2.412386800000000109e-01
6.353734199999999873e+03  2.487977700000000014e-01
6.360685800000000199e+03  2.543320299999999867e-01
6.367637399999999616e+03  2.581114299999999750e-01
6.374588899999999740e+03  2.608842399999999895e-01
6.381540500000000065e+03  2.636355799999999805e-01
6.388492100000000391e+03  2.673002300000000275e-01
6.395443599999999606e+03  2.725236300000000167e-01
6.402395199999999932e+03  2.795382699999999776e-01
6.409346800000000258e+03  2.881748399999999877e-01
6.416298300000000381e+03  2.979801300000000097e-01
6.423249899999999798e+03  3.083850200000000097e-01
6.430201500000000124e+03  3.188627099999999936e-01
6.437153100000000450e+03  3.290366800000000258e-01
6.444104599999999664e+03  3.387260899999999797e-01
6.451056199999999990e+03  3.479411700000000218e-01
6.458007800000000316e+03  3.568526300000000040e-01
6.464959300000000439e+03  3.657569399999999749e-01
6.471910899999999856e+03  3.750473300000000121e-01
6.478862500000000182e+03  3.851876200000000083e-01
6.485814000000000306e+03  3.966774900000000215e-01
6.492765599999999722e+03  4.099979200000000157e-01
6.499717200000000048e+03  4.255333700000000219e-01
6.506668700000000172e+03  4.434800799999999987e-01
6.513620299999999588e+03  4.637627500000000014e-01
6.520571899999999914e+03  4.859901899999999886e-01
6.527523500000000240e+03  5.094796000000000324e-01
6.534475000000000364e+03  5.333665300000000054e-01
6.541426599999999780e+03  5.567933000000000465e-01
6.548378200000000106e+03  5.791404999999999470e-01
6.555329700000000230e+03  6.002418099999999868e-01
6.562281299999999646e+03  6.205151199999999756e-01
6.569232899999999972e+03  6.409581899999999832e-01
6.576184400000000096e+03  6.629943499999999545e-01
6.583136000000000422e+03  6.882011900000000182e-01
6.590087599999999838e+03  7.179944400000000115e-01
6.597039099999999962e+03  7.533545000000000380e-01
6.603990700000000288e+03  7.946658399999999567e-01
6.610942299999999705e+03  8.416970900000000366e-01
6.617893900000000031e+03  8.937007999999999619e-01
6.624845400000000154e+03  9.495791000000000093e-01
6.631796999999999571e+03  1.008058600000000027e+00
6.638748599999999897e+03  1.067844900000000097e+00
6.645700100000000020e+03  1.127764500000000059e+00
6.652651700000000346e+03  1.186926799999999949e+00
6.659603299999999763e+03  1.244927600000000023e+00
6.666554799999999886e+03  1.302076900000000093e+00
6.673506400000000212e+03  1.359572100000000061e+00
6.680457999999999629e+03  1.419510000000000050e+00
6.687409499999999753e+03  1.484642299999999970e+00
6.694361100000000079e+03  1.557860000000000023e+00
6.701312700000000405e+03  1.641504000000000074e+00
6.708264299999999821e+03  1.736705600000000072e+00
6.715215799999999945e+03  1.843000999999999889e+00
6.722167400000000271e+03  1.958406499999999939e+00
6.729118999999999687e+03  2.079995100000000097e+00
6.736070499999999811e+03  2.204823699999999942e+00
6.743022100000000137e+03  2.330900100000000030e+00
6.749973699999999553e+03  2.457827099999999820e+00
6.756925199999999677e+03  2.586844500000000213e+00
6.763876800000000003e+03  2.720205599999999890e+00
6.770828400000000329e+03  2.860079400000000049e+00
6.777779900000000453e+03  3.007387700000000219e+00
6.784731499999999869e+03  3.161052100000000031e+00
6.791683100000000195e+03  3.318017900000000076e+00
6.798634699999999611e+03  3.474151700000000176e+00
6.805586199999999735e+03  3.625776600000000016e+00
6.812537800000000061e+03  3.771331800000000012e+00
6.819489400000000387e+03  3.912533799999999840e+00
6.826440899999999601e+03  4.054531299999999838e+00
6.833392499999999927e+03  4.204857800000000090e+00
6.840344100000000253e+03  4.371398100000000397e+00
6.847295600000000377e+03  4.559954600000000191e+00
6.854247199999999793e+03  4.772191900000000153e+00
6.861198800000000119e+03  5.004673900000000231e+00
6.868150300000000243e+03  5.249397799999999670e+00
6.875101899999999659e+03  5.495760899999999616e+00
6.882053499999999985e+03  5.733428400000000202e+00
6.889005000000000109e+03  5.955254499999999673e+00
6.895956600000000435e+03  6.159353300000000253e+00
6.902908199999999852e+03  6.349652899999999711e+00
6.909859800000000178e+03  6.534713899999999853e+00
6.916811300000000301e+03  6.725119499999999917e+00
6.923762899999999718e+03  6.930178899999999587e+00
6.930714500000000044e+03  7.154893399999999737e+00
6.937666000000000167e+03  7.398058400000000034e+00
6.944617599999999584e+03  7.652031700000000214e+00
6.951569199999999910e+03  7.904221699999999906e+00
6.958520700000000033e+03  8.139856899999999840e+00
6.965472300000000359e+03  8.345263599999999116e+00
6.972423899999999776e+03  8.510772299999999291e+00
6.979375399999999900e+03  8.632521000000000555e+00
6.986327000000000226e+03  8.712765199999999766e+00
6.993278599999999642e+03  8.758727500000000887e+00
7.000230199999999968e+03  8.780405099999999408e+00
7.007181700000000092e+03  8.787983900000000403e+00
7.014133300000000418e+03  8.789552000000000476e+00
7.021084899999999834e+03  8.789639899999999173e+00
7.028036399999999958e+03  8.788834200000000152e+00
7.034988000000000284e+03  8.784379700000000568e+00
7.041939599999999700e+03  8.771428800000000692e+00
7.048891099999999824e+03  8.744469999999999743e+00
7.055842700000000150e+03  8.698512600000000816e+00
7.062794299999999566e+03  8.629785999999999291e+00
7.069745799999999690e+03  8.535950200000000265e+00
7.076697400000000016e+03  8.416028100000000123e+00
7.083649000000000342e+03  8.270349799999999973e+00
7.090600599999999758e+03  8.100732499999999447e+00
7.097552099999999882e+03  7.910914100000000282e+00
7.104503700000000208e+03  7.707017200000000123e+00
7.111455299999999625e+03  7.497647299999999682e+00
7.118406799999999748e+03  7.293239299999999758e+00
7.125358400000000074e+03  7.104479399999999778e+00
7.132310000000000400e+03  6.940002699999999969e+00
7.139261499999999614e+03  6.803954400000000291e+00
7.146213099999999940e+03  6.694242700000000212e+00
7.153164700000000266e+03  6.602267699999999628e+00
7.160116200000000390e+03  6.514539899999999939e+00
7.167067799999999806e+03  6.416006999999999572e+00
7.174019400000000132e+03  6.294273699999999749e+00
7.180970999999999549e+03  6.143469999999999764e+00
7.187922499999999673e+03  5.966486299999999687e+00
7.194874099999999999e+03  5.774707199999999929e+00
7.201825700000000325e+03  5.585125699999999860e+00
7.208777200000000448e+03  5.415580399999999628e+00
7.215728799999999865e+03  5.279512800000000006e+00
7.222680400000000191e+03  5.181866900000000165e+00
7.229631900000000314e+03  5.117440700000000398e+00
7.236583499999999731e+03  5.072250399999999715e+00
7.243535100000000057e+03  5.027514599999999945e+00
7.250486600000000180e+03  4.965044899999999650e+00
7.257438199999999597e+03  4.872397199999999984e+00
7.264389799999999923e+03  4.746238299999999910e+00
7.271341400000000249e+03  4.592975100000000310e+00
7.278292900000000373e+03  4.426553199999999855e+00
7.285244499999999789e+03  4.264192200000000099e+00
7.292196100000000115e+03  4.121394800000000025e+00
7.299147600000000239e+03  4.007697699999999585e+00
7.306099199999999655e+03  3.924312299999999976e+00
7.313050799999999981e+03  3.864165100000000130e+00
7.320002300000000105e+03  3.814123200000000047e+00
7.326953900000000431e+03  3.758596600000000176e+00
7.333905499999999847e+03  3.683419499999999847e+00
7.340856999999999971e+03  3.578966100000000150e+00
7.347808600000000297e+03  3.441802099999999864e+00
7.354760199999999713e+03  3.274663499999999949e+00
7.361711800000000039e+03  3.085027300000000139e+00
7.368663300000000163e+03  2.882867899999999928e+00
7.375614899999999579e+03  2.678296299999999963e+00
7.382566499999999905e+03  2.479676599999999898e+00
7.389518000000000029e+03  2.292571099999999973e+00
7.396469600000000355e+03  2.119567299999999932e+00
7.403421199999999772e+03  1.960805499999999979e+00
7.410372699999999895e+03  1.814880199999999943e+00
7.417324300000000221e+03  1.679783400000000038e+00
7.424275899999999638e+03  1.553639500000000062e+00
7.431227399999999761e+03  1.435117500000000046e+00
7.438179000000000087e+03  1.323536299999999999e+00
7.445130600000000413e+03  1.218760300000000019e+00
7.452082199999999830e+03  1.121010700000000027e+00
7.459033699999999953e+03  1.030685899999999933e+00
7.465985300000000279e+03  9.482350899999999472e-01
7.472936899999999696e+03  8.740786499999999570e-01
7.479888399999999820e+03  8.085423000000000471e-01
7.486840000000000146e+03  7.517760700000000185e-01
7.493791599999999562e+03  7.036533600000000055e-01
7.500743099999999686e+03  6.636741999999999919e-01
7.507694700000000012e+03  6.309140500000000040e-01
7.514646300000000338e+03  6.040560499999999555e-01
7.521597799999999552e+03  5.815216699999999905e-01
7.528549399999999878e+03  5.616825899999999816e-01
7.535501000000000204e+03  5.431072999999999595e-01
7.542452599999999620e+03  5.247814899999999616e-01
7.549404099999999744e+03  5.062458199999999575e-01
7.556355700000000070e+03  4.876159199999999805e-01
7.563307300000000396e+03  4.694803300000000013e-01
7.570258799999999610e+03  4.527023700000000206e-01
7.577210399999999936e+03  4.381744799999999773e-01
7.584162000000000262e+03  4.265822400000000014e-01
7.591113500000000386e+03  4.182302500000000256e-01
7.598065099999999802e+03  4.129648599999999892e-01
7.605016700000000128e+03  4.102041300000000001e-01
7.611968200000000252e+03  4.090599600000000002e-01
7.618919799999999668e+03  4.085163099999999936e-01
7.625871399999999994e+03  4.076167600000000224e-01
7.632823000000000320e+03  4.056162500000000115e-01
7.639774500000000444e+03  4.020659100000000263e-01
7.646726099999999860e+03  3.968205599999999889e-01
7.653677700000000186e+03  3.899811799999999828e-01
7.660629200000000310e+03  3.818003999999999842e-01
7.667580799999999726e+03  3.725843600000000033e-01
7.674532400000000052e+03  3.626181399999999777e-01
7.681483900000000176e+03  3.521283000000000052e-01
7.688435499999999593e+03  3.412798100000000168e-01
7.695387099999999919e+03  3.301940199999999770e-01
7.702338600000000042e+03  3.189703899999999925e-01
7.709290200000000368e+03  3.076995499999999883e-01
7.716241799999999785e+03  2.964636999999999967e-01
7.723193400000000111e+03  2.853288999999999964e-01
7.730144900000000234e+03  2.743378100000000153e-01
7.737096499999999651e+03  2.635105600000000048e-01
7.744048099999999977e+03  2.528562400000000099e-01
7.750999600000000100e+03  2.423916899999999930e-01
7.757951200000000426e+03  2.321600100000000000e-01
7.764902799999999843e+03  2.222409800000000046e-01
7.771854299999999967e+03  2.127477200000000013e-01
7.778805900000000292e+03  2.038089999999999902e-01
7.785757499999999709e+03  1.955407999999999868e-01
7.792708999999999833e+03  1.880148299999999939e-01
7.799660600000000159e+03  1.812331100000000028e-01
7.806612199999999575e+03  1.751173599999999997e-01
7.813563699999999699e+03  1.695189900000000083e-01
7.820515300000000025e+03  1.642496200000000128e-01
7.827466900000000351e+03  1.591260499999999911e-01
7.834418499999999767e+03  1.540166299999999877e-01
7.841369999999999891e+03  1.488737199999999872e-01
7.848321600000000217e+03  1.437390299999999899e-01
7.855273199999999633e+03  1.387172499999999864e-01
7.862224699999999757e+03  1.339253599999999933e-01
7.869176300000000083e+03  1.294360300000000075e-01
7.876127900000000409e+03  1.252382499999999954e-01
7.883079399999999623e+03  1.212338899999999969e-01
7.890030999999999949e+03  1.172752400000000028e-01
7.896982600000000275e+03  1.132315500000000003e-01
7.903934100000000399e+03  1.090584500000000012e-01
7.910885699999999815e+03  1.048405200000000065e-01
7.917837300000000141e+03  1.007859799999999972e-01
7.924788899999999558e+03  9.717091199999999818e-02
7.931740399999999681e+03  9.425096800000000441e-02
7.938692000000000007e+03  9.217231600000000413e-02
7.945643600000000333e+03  9.091492099999999577e-02
7.952595099999999547e+03  9.028900500000000551e-02
7.959546699999999873e+03  8.998551400000000255e-02
7.966498300000000199e+03  8.966169999999999696e-02
7.973449800000000323e+03  8.903170700000000160e-02
7.980401399999999740e+03  8.793293600000000321e-02
7.987353000000000065e+03  8.635057599999999833e-02
7.994304500000000189e+03  8.439890899999999418e-02
8.001256099999999606e+03  8.227199000000000317e-02
8.008207699999999932e+03  8.018308200000000274e-02
8.015159300000000258e+03  7.831083699999999426e-02
8.022110800000000381e+03  7.676347399999999821e-02
8.029062399999999798e+03  7.556429800000000196e-02
8.036014000000000124e+03  7.465645199999999815e-02
8.042965500000000247e+03  7.392256799999999406e-02
8.049917099999999664e+03  7.321493399999999541e-02
8.056868699999999990e+03  7.239152399999999876e-02
8.063820200000000114e+03  7.135184399999999760e-02
